"POINT";"DATE";"NB_CAS";"NB_CAPT";"AN";"CANTO";"mois";"espece"
"5593";15;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5603";16;"1994-09-13";0;0;1994;"AVANT_DEDANS";"sept";"etrille"
"5615";1;"1994-09-14";20;4;1994;"AVANT_DEHORS";"sept";"etrille"
"5623";2;"1994-09-14";0;0;1994;"AVANT_DEDANS";"sept";"etrille"
"5633";3;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5643";4;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5653";5;"1994-09-14";23;1;1994;"AVANT_DEHORS";"sept";"etrille"
"5663";6;"1994-09-14";19;5;1994;"AVANT_DEHORS";"sept";"etrille"
"5673";7;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5683";8;"1994-09-14";20;1;1994;"AVANT_DEDANS";"sept";"etrille"
"5693";9;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5703";10;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5715";11;"1994-09-14";20;4;1994;"AVANT_DEHORS";"sept";"etrille"
"5723";12;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5733";13;"1994-09-14";19;7;1994;"AVANT_DEHORS";"sept";"etrille"
"5743";14;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5753";15;"1994-09-14";24;3;1994;"AVANT_DEHORS";"sept";"etrille"
"5763";16;"1994-09-14";0;0;1994;"AVANT_DEDANS";"sept";"etrille"
"5773";1;"1994-09-15";13;2;1994;"AVANT_DEHORS";"sept";"etrille"
"5783";2;"1994-09-15";0;0;1994;"AVANT_DEDANS";"sept";"etrille"
"5793";3;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5803";4;"1994-09-15";20;5;1994;"AVANT_DEHORS";"sept";"etrille"
"5815";5;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5823";6;"1994-09-15";12;3;1994;"AVANT_DEHORS";"sept";"etrille"
"5833";7;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5843";8;"1994-09-15";0;0;1994;"AVANT_DEDANS";"sept";"etrille"
"5853";9;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5863";10;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5873";11;"1994-09-15";12;6;1994;"AVANT_DEHORS";"sept";"etrille"
"5883";12;"1994-09-15";12;1;1994;"AVANT_DEHORS";"sept";"etrille"
"5893";13;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5903";14;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5915";15;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"etrille"
"5923";16;"1994-09-15";0;0;1994;"AVANT_DEDANS";"sept";"etrille"
"5933";1;"1995-09-18";20;4;1995;"AVANT_DEHORS";"sept";"etrille"
"5943";2;"1995-09-18";20;5;1995;"AVANT_DEDANS";"sept";"etrille"
"5953";3;"1995-09-18";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"5963";4;"1995-09-18";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"5973";5;"1995-09-18";20;5;1995;"AVANT_DEHORS";"sept";"etrille"
"5983";6;"1995-09-18";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"5993";7;"1995-09-18";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6003";8;"1995-09-18";0;0;1995;"AVANT_DEDANS";"sept";"etrille"
"6015";9;"1995-09-18";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6023";10;"1995-09-18";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6033";11;"1995-09-18";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6043";12;"1995-09-18";20;5;1995;"AVANT_DEHORS";"sept";"etrille"
"6053";13;"1995-09-18";20;3;1995;"AVANT_DEHORS";"sept";"etrille"
"6063";14;"1995-09-18";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6073";15;"1995-09-18";20;3;1995;"AVANT_DEHORS";"sept";"etrille"
"6083";16;"1995-09-18";0;0;1995;"AVANT_DEDANS";"sept";"etrille"
"6093";1;"1995-09-19";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6105";2;"1995-09-19";20;4;1995;"AVANT_DEDANS";"sept";"etrille"
"6115";3;"1995-09-19";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6123";4;"1995-09-19";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6133";5;"1995-09-19";20;6;1995;"AVANT_DEHORS";"sept";"etrille"
"6143";6;"1995-09-19";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6153";7;"1995-09-19";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6163";8;"1995-09-19";20;4;1995;"AVANT_DEDANS";"sept";"etrille"
"6173";9;"1995-09-19";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6183";10;"1995-09-19";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6193";11;"1995-09-19";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6203";12;"1995-09-19";20;3;1995;"AVANT_DEHORS";"sept";"etrille"
"6215";13;"1995-09-19";20;2;1995;"AVANT_DEHORS";"sept";"etrille"
"6223";14;"1995-09-19";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6233";15;"1995-09-19";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6243";16;"1995-09-19";0;0;1995;"AVANT_DEDANS";"sept";"etrille"
"6253";1;"1995-09-20";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6263";2;"1995-09-20";20;1;1995;"AVANT_DEDANS";"sept";"etrille"
"6273";3;"1995-09-20";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6283";4;"1995-09-20";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6293";5;"1995-09-20";20;6;1995;"AVANT_DEHORS";"sept";"etrille"
"6303";6;"1995-09-20";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6315";7;"1995-09-20";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6323";8;"1995-09-20";20;3;1995;"AVANT_DEDANS";"sept";"etrille"
"6333";9;"1995-09-20";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6343";10;"1995-09-20";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6353";11;"1995-09-20";20;2;1995;"AVANT_DEHORS";"sept";"etrille"
"6363";12;"1995-09-20";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6373";13;"1995-09-20";20;2;1995;"AVANT_DEHORS";"sept";"etrille"
"6383";14;"1995-09-20";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6393";15;"1995-09-20";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6403";16;"1995-09-20";0;0;1995;"AVANT_DEDANS";"sept";"etrille"
"6415";1;"1995-09-21";20;2;1995;"AVANT_DEHORS";"sept";"etrille"
"6423";2;"1995-09-21";20;3;1995;"AVANT_DEDANS";"sept";"etrille"
"6433";3;"1995-09-21";20;8;1995;"AVANT_DEHORS";"sept";"etrille"
"6443";4;"1995-09-21";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6453";5;"1995-09-21";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6463";6;"1995-09-21";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6473";7;"1995-09-21";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6483";8;"1995-09-21";20;7;1995;"AVANT_DEDANS";"sept";"etrille"
"6493";9;"1995-09-21";20;1;1995;"AVANT_DEHORS";"sept";"etrille"
"6503";10;"1995-09-21";20;3;1995;"AVANT_DEHORS";"sept";"etrille"
"6515";11;"1995-09-21";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6523";12;"1995-09-21";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6533";13;"1995-09-21";20;2;1995;"AVANT_DEHORS";"sept";"etrille"
"6543";14;"1995-09-21";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6553";15;"1995-09-21";0;0;1995;"AVANT_DEHORS";"sept";"etrille"
"6563";16;"1995-09-21";0;0;1995;"AVANT_DEDANS";"sept";"etrille"
"6573";1;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6583";2;"1996-09-17";20;3;1996;"AVANT_DEDANS";"sept";"etrille"
"6593";3;"1996-09-17";20;4;1996;"AVANT_DEHORS";"sept";"etrille"
"6603";4;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6615";5;"1996-09-17";20;6;1996;"AVANT_DEHORS";"sept";"etrille"
"6623";6;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6633";7;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6643";8;"1996-09-17";20;6;1996;"AVANT_DEDANS";"sept";"etrille"
"6653";9;"1996-09-17";20;6;1996;"AVANT_DEHORS";"sept";"etrille"
"6663";10;"1996-09-17";20;2;1996;"AVANT_DEHORS";"sept";"etrille"
"6673";11;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6683";12;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6693";13;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6703";14;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6715";15;"1996-09-17";20;1;1996;"AVANT_DEHORS";"sept";"etrille"
"6723";16;"1996-09-17";0;0;1996;"AVANT_DEDANS";"sept";"etrille"
"6733";1;"1996-09-18";20;2;1996;"AVANT_DEHORS";"sept";"etrille"
"6743";2;"1996-09-18";20;8;1996;"AVANT_DEDANS";"sept";"etrille"
"6753";3;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6763";4;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6773";5;"1996-09-18";20;14;1996;"AVANT_DEHORS";"sept";"etrille"
"6783";6;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6793";7;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6803";8;"1996-09-18";20;3;1996;"AVANT_DEDANS";"sept";"etrille"
"6815";9;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6823";10;"1996-09-18";20;4;1996;"AVANT_DEHORS";"sept";"etrille"
"6833";11;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6843";12;"1996-09-18";20;2;1996;"AVANT_DEHORS";"sept";"etrille"
"6853";13;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6863";14;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6873";15;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6883";16;"1996-09-18";0;0;1996;"AVANT_DEDANS";"sept";"etrille"
"6893";1;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6903";2;"1996-09-19";0;0;1996;"AVANT_DEDANS";"sept";"etrille"
"6915";3;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6923";4;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6933";5;"1996-09-19";20;14;1996;"AVANT_DEHORS";"sept";"etrille"
"6943";6;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6953";7;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6963";8;"1996-09-19";0;0;1996;"AVANT_DEDANS";"sept";"etrille"
"6973";9;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6983";10;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"6993";11;"1996-09-19";20;1;1996;"AVANT_DEHORS";"sept";"etrille"
"7003";12;"1996-09-19";20;4;1996;"AVANT_DEHORS";"sept";"etrille"
"7015";13;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"7023";14;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"7033";15;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"7043";16;"1996-09-19";0;0;1996;"AVANT_DEDANS";"sept";"etrille"
"7053";1;"1996-09-20";20;1;1996;"AVANT_DEHORS";"sept";"etrille"
"7063";2;"1996-09-20";20;7;1996;"AVANT_DEDANS";"sept";"etrille"
"7073";3;"1996-09-20";20;6;1996;"AVANT_DEHORS";"sept";"etrille"
"7083";4;"1996-09-20";20;2;1996;"AVANT_DEHORS";"sept";"etrille"
"7093";5;"1996-09-20";20;11;1996;"AVANT_DEHORS";"sept";"etrille"
"7105";6;"1996-09-20";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"7115";7;"1996-09-20";20;1;1996;"AVANT_DEHORS";"sept";"etrille"
"7123";8;"1996-09-20";20;9;1996;"AVANT_DEDANS";"sept";"etrille"
"7133";9;"1996-09-20";20;4;1996;"AVANT_DEHORS";"sept";"etrille"
"7143";10;"1996-09-20";20;4;1996;"AVANT_DEHORS";"sept";"etrille"
"7153";11;"1996-09-20";20;2;1996;"AVANT_DEHORS";"sept";"etrille"
"7163";12;"1996-09-20";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"7173";13;"1996-09-20";20;1;1996;"AVANT_DEHORS";"sept";"etrille"
"7183";14;"1996-09-20";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"7193";15;"1996-09-20";0;0;1996;"AVANT_DEHORS";"sept";"etrille"
"7203";16;"1996-09-20";0;0;1996;"AVANT_DEDANS";"sept";"etrille"
"7215";1;"1997-09-08";20;4;1997;"AVANT_DEHORS";"sept";"etrille"
"7223";2;"1997-09-08";20;7;1997;"AVANT_DEDANS";"sept";"etrille"
"7233";3;"1997-09-08";20;8;1997;"AVANT_DEHORS";"sept";"etrille"
"7243";4;"1997-09-08";20;5;1997;"AVANT_DEHORS";"sept";"etrille"
"7253";5;"1997-09-08";20;2;1997;"AVANT_DEHORS";"sept";"etrille"
"7263";6;"1997-09-08";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7273";7;"1997-09-08";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7283";8;"1997-09-08";20;3;1997;"AVANT_DEDANS";"sept";"etrille"
"7293";9;"1997-09-08";20;1;1997;"AVANT_DEHORS";"sept";"etrille"
"7303";10;"1997-09-08";20;1;1997;"AVANT_DEHORS";"sept";"etrille"
"7315";11;"1997-09-08";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7323";12;"1997-09-08";20;1;1997;"AVANT_DEHORS";"sept";"etrille"
"7333";13;"1997-09-08";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7343";14;"1997-09-08";20;2;1997;"AVANT_DEHORS";"sept";"etrille"
"7353";15;"1997-09-08";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7363";16;"1997-09-08";0;0;1997;"AVANT_DEDANS";"sept";"etrille"
"7373";1;"1997-09-09";20;4;1997;"AVANT_DEHORS";"sept";"etrille"
"7383";2;"1997-09-09";20;9;1997;"AVANT_DEDANS";"sept";"etrille"
"7393";3;"1997-09-09";20;12;1997;"AVANT_DEHORS";"sept";"etrille"
"7403";4;"1997-09-09";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7415";5;"1997-09-09";20;6;1997;"AVANT_DEHORS";"sept";"etrille"
"7423";6;"1997-09-09";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7433";7;"1997-09-09";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7443";8;"1997-09-09";20;5;1997;"AVANT_DEDANS";"sept";"etrille"
"7453";9;"1997-09-09";20;3;1997;"AVANT_DEHORS";"sept";"etrille"
"7463";10;"1997-09-09";20;3;1997;"AVANT_DEHORS";"sept";"etrille"
"7473";11;"1997-09-09";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7483";12;"1997-09-09";20;3;1997;"AVANT_DEHORS";"sept";"etrille"
"7493";13;"1997-09-09";20;3;1997;"AVANT_DEHORS";"sept";"etrille"
"7503";14;"1997-09-09";20;1;1997;"AVANT_DEHORS";"sept";"etrille"
"7515";15;"1997-09-09";20;1;1997;"AVANT_DEHORS";"sept";"etrille"
"7523";16;"1997-09-09";0;0;1997;"AVANT_DEDANS";"sept";"etrille"
"7533";1;"1997-09-10";20;3;1997;"AVANT_DEHORS";"sept";"etrille"
"7543";2;"1997-09-10";20;17;1997;"AVANT_DEDANS";"sept";"etrille"
"7553";3;"1997-09-10";20;17;1997;"AVANT_DEHORS";"sept";"etrille"
"7563";4;"1997-09-10";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7573";5;"1997-09-10";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7583";6;"1997-09-10";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7593";7;"1997-09-10";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7603";8;"1997-09-10";20;21;1997;"AVANT_DEDANS";"sept";"etrille"
"7615";9;"1997-09-10";20;3;1997;"AVANT_DEHORS";"sept";"etrille"
"7623";10;"1997-09-10";20;9;1997;"AVANT_DEHORS";"sept";"etrille"
"7633";11;"1997-09-10";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7643";12;"1997-09-10";20;4;1997;"AVANT_DEHORS";"sept";"etrille"
"7653";13;"1997-09-10";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7663";14;"1997-09-10";20;2;1997;"AVANT_DEHORS";"sept";"etrille"
"7673";15;"1997-09-10";20;1;1997;"AVANT_DEHORS";"sept";"etrille"
"7683";16;"1997-09-10";0;0;1997;"AVANT_DEDANS";"sept";"etrille"
"7693";1;"1997-09-11";20;2;1997;"AVANT_DEHORS";"sept";"etrille"
"7703";2;"1997-09-11";20;2;1997;"AVANT_DEDANS";"sept";"etrille"
"7715";3;"1997-09-11";20;6;1997;"AVANT_DEHORS";"sept";"etrille"
"7723";4;"1997-09-11";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7733";5;"1997-09-11";20;5;1997;"AVANT_DEHORS";"sept";"etrille"
"7743";6;"1997-09-11";20;4;1997;"AVANT_DEHORS";"sept";"etrille"
"7753";7;"1997-09-11";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7763";8;"1997-09-11";20;13;1997;"AVANT_DEDANS";"sept";"etrille"
"7773";9;"1997-09-11";20;11;1997;"AVANT_DEHORS";"sept";"etrille"
"7783";10;"1997-09-11";20;6;1997;"AVANT_DEHORS";"sept";"etrille"
"7793";11;"1997-09-11";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7803";12;"1997-09-11";20;1;1997;"AVANT_DEHORS";"sept";"etrille"
"7815";13;"1997-09-11";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7823";14;"1997-09-11";0;0;1997;"AVANT_DEHORS";"sept";"etrille"
"7833";15;"1997-09-11";20;7;1997;"AVANT_DEHORS";"sept";"etrille"
"7843";16;"1997-09-11";0;0;1997;"AVANT_DEDANS";"sept";"etrille"
"7853";1;"1998-09-17";20;2;1998;"AVANT_DEHORS";"sept";"etrille"
"7863";2;"1998-09-17";18;2;1998;"AVANT_DEDANS";"sept";"etrille"
"7873";3;"1998-09-17";20;6;1998;"AVANT_DEHORS";"sept";"etrille"
"7883";4;"1998-09-17";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"7893";5;"1998-09-17";20;1;1998;"AVANT_DEHORS";"sept";"etrille"
"7903";6;"1998-09-17";20;1;1998;"AVANT_DEHORS";"sept";"etrille"
"7915";7;"1998-09-17";18;1;1998;"AVANT_DEHORS";"sept";"etrille"
"7923";8;"1998-09-17";0;0;1998;"AVANT_DEDANS";"sept";"etrille"
"7933";9;"1998-09-17";20;4;1998;"AVANT_DEHORS";"sept";"etrille"
"7943";10;"1998-09-17";20;2;1998;"AVANT_DEHORS";"sept";"etrille"
"7953";11;"1998-09-17";20;2;1998;"AVANT_DEHORS";"sept";"etrille"
"7963";12;"1998-09-17";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"7973";13;"1998-09-17";20;1;1998;"AVANT_DEHORS";"sept";"etrille"
"7983";14;"1998-09-17";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"7993";15;"1998-09-17";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8003";16;"1998-09-17";0;0;1998;"AVANT_DEDANS";"sept";"etrille"
"8015";1;"1998-09-18";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8023";2;"1998-09-18";18;6;1998;"AVANT_DEDANS";"sept";"etrille"
"8033";3;"1998-09-18";20;7;1998;"AVANT_DEHORS";"sept";"etrille"
"8043";4;"1998-09-18";20;1;1998;"AVANT_DEHORS";"sept";"etrille"
"8053";5;"1998-09-18";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8063";6;"1998-09-18";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8073";7;"1998-09-18";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8083";8;"1998-09-18";20;4;1998;"AVANT_DEDANS";"sept";"etrille"
"8093";9;"1998-09-18";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8105";10;"1998-09-18";20;1;1998;"AVANT_DEHORS";"sept";"etrille"
"8115";11;"1998-09-18";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8123";12;"1998-09-18";20;1;1998;"AVANT_DEHORS";"sept";"etrille"
"8133";13;"1998-09-18";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8143";14;"1998-09-18";20;1;1998;"AVANT_DEHORS";"sept";"etrille"
"8153";15;"1998-09-18";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8163";16;"1998-09-18";0;0;1998;"AVANT_DEDANS";"sept";"etrille"
"8173";1;"1998-09-19";20;1;1998;"AVANT_DEHORS";"sept";"etrille"
"8183";2;"1998-09-19";20;6;1998;"AVANT_DEDANS";"sept";"etrille"
"8193";3;"1998-09-19";20;11;1998;"AVANT_DEHORS";"sept";"etrille"
"8203";4;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8215";5;"1998-09-19";20;5;1998;"AVANT_DEHORS";"sept";"etrille"
"8223";6;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8233";7;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8243";8;"1998-09-19";0;0;1998;"AVANT_DEDANS";"sept";"etrille"
"8253";9;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8263";10;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8273";11;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8283";12;"1998-09-19";20;3;1998;"AVANT_DEHORS";"sept";"etrille"
"8293";13;"1998-09-19";20;1;1998;"AVANT_DEHORS";"sept";"etrille"
"8303";14;"1998-09-19";20;5;1998;"AVANT_DEHORS";"sept";"etrille"
"8315";15;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8323";16;"1998-09-19";0;0;1998;"AVANT_DEDANS";"sept";"etrille"
"8333";1;"1998-09-20";20;4;1998;"AVANT_DEHORS";"sept";"etrille"
"8343";2;"1998-09-20";19;3;1998;"AVANT_DEDANS";"sept";"etrille"
"8353";3;"1998-09-20";20;14;1998;"AVANT_DEHORS";"sept";"etrille"
"8363";4;"1998-09-20";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8373";5;"1998-09-20";20;6;1998;"AVANT_DEHORS";"sept";"etrille"
"8383";6;"1998-09-20";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8393";7;"1998-09-20";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8403";8;"1998-09-20";20;8;1998;"AVANT_DEDANS";"sept";"etrille"
"8415";9;"1998-09-20";20;5;1998;"AVANT_DEHORS";"sept";"etrille"
"8423";10;"1998-09-20";20;4;1998;"AVANT_DEHORS";"sept";"etrille"
"8433";11;"1998-09-20";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8443";12;"1998-09-20";20;2;1998;"AVANT_DEHORS";"sept";"etrille"
"8453";13;"1998-09-20";0;0;1998;"AVANT_DEHORS";"sept";"etrille"
"8463";14;"1998-09-20";20;1;1998;"AVANT_DEHORS";"sept";"etrille"
"8473";15;"1998-09-20";20;14;1998;"AVANT_DEHORS";"sept";"etrille"
"8483";16;"1998-09-20";0;0;1998;"AVANT_DEDANS";"sept";"etrille"
"8493";1;"1999-09-25";20;2;1999;"AVANT_DEHORS";"sept";"etrille"
"8503";2;"1999-09-25";0;0;1999;"AVANT_DEDANS";"sept";"etrille"
"8515";3;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8523";4;"1999-09-25";20;1;1999;"AVANT_DEHORS";"sept";"etrille"
"8533";5;"1999-09-25";20;1;1999;"AVANT_DEHORS";"sept";"etrille"
"8543";6;"1999-09-25";20;3;1999;"AVANT_DEHORS";"sept";"etrille"
"8553";7;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8563";8;"1999-09-25";0;0;1999;"AVANT_DEDANS";"sept";"etrille"
"8573";9;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8583";10;"1999-09-25";20;2;1999;"AVANT_DEHORS";"sept";"etrille"
"8593";11;"1999-09-25";20;1;1999;"AVANT_DEHORS";"sept";"etrille"
"8603";12;"1999-09-25";20;1;1999;"AVANT_DEHORS";"sept";"etrille"
"8615";13;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8623";14;"1999-09-25";20;2;1999;"AVANT_DEHORS";"sept";"etrille"
"8633";15;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8643";16;"1999-09-25";0;0;1999;"AVANT_DEDANS";"sept";"etrille"
"8653";1;"1999-09-26";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8663";2;"1999-09-26";20;14;1999;"AVANT_DEDANS";"sept";"etrille"
"8673";3;"1999-09-26";20;3;1999;"AVANT_DEHORS";"sept";"etrille"
"8683";4;"1999-09-26";20;3;1999;"AVANT_DEHORS";"sept";"etrille"
"8693";5;"1999-09-26";20;24;1999;"AVANT_DEHORS";"sept";"etrille"
"8703";6;"1999-09-26";20;1;1999;"AVANT_DEHORS";"sept";"etrille"
"8715";7;"1999-09-26";20;3;1999;"AVANT_DEHORS";"sept";"etrille"
"8723";8;"1999-09-26";0;0;1999;"AVANT_DEDANS";"sept";"etrille"
"8733";9;"1999-09-26";20;18;1999;"AVANT_DEHORS";"sept";"etrille"
"8743";10;"1999-09-26";20;1;1999;"AVANT_DEHORS";"sept";"etrille"
"8753";11;"1999-09-26";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8763";12;"1999-09-26";20;2;1999;"AVANT_DEHORS";"sept";"etrille"
"8773";13;"1999-09-26";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8783";14;"1999-09-26";20;1;1999;"AVANT_DEHORS";"sept";"etrille"
"8793";15;"1999-09-26";0;0;1999;"AVANT_DEHORS";"sept";"etrille"
"8803";16;"1999-09-26";0;0;1999;"AVANT_DEDANS";"sept";"etrille"
"8815";1;"1999-09-27";20;3;1999;"AVANT_DEHORS";"sept";"etrille"
"8823";2;"1999-09-27";20;23;1999;"AVANT_DEDANS";"sept";"etrille"
