"POINT";"DATE";"NB_CAS";"NB_CAPT";"AN";"CANTO";"mois";"espece"
"5607";16;"1994-09-12";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"56111";1;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5628";2;"1994-09-13";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"5637";3;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5647";4;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5657";5;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5667";6;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5677";7;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5687";8;"1994-09-13";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"5697";9;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5707";10;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"57111";11;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5728";12;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5737";13;"1994-09-13";12;1;1994;"AVANT_DEHORS";"sept";"homard"
"5747";14;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5757";15;"1994-09-13";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5767";16;"1994-09-13";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"5777";1;"1994-09-14";20;1;1994;"AVANT_DEHORS";"sept";"homard"
"5787";2;"1994-09-14";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"5797";3;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5807";4;"1994-09-14";20;2;1994;"AVANT_DEHORS";"sept";"homard"
"58111";5;"1994-09-14";23;1;1994;"AVANT_DEHORS";"sept";"homard"
"5828";6;"1994-09-14";19;1;1994;"AVANT_DEHORS";"sept";"homard"
"5837";7;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5847";8;"1994-09-14";20;1;1994;"AVANT_DEDANS";"sept";"homard"
"5857";9;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5867";10;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5877";11;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5887";12;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5897";13;"1994-09-14";19;3;1994;"AVANT_DEHORS";"sept";"homard"
"5907";14;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"59111";15;"1994-09-14";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5928";16;"1994-09-14";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"5937";1;"1994-09-15";13;1;1994;"AVANT_DEHORS";"sept";"homard"
"5947";2;"1994-09-15";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"5957";3;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5967";4;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5977";5;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"5987";6;"1994-09-15";12;3;1994;"AVANT_DEHORS";"sept";"homard"
"5997";7;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"6007";8;"1994-09-15";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"60111";9;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"6028";10;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"6037";11;"1994-09-15";12;5;1994;"AVANT_DEHORS";"sept";"homard"
"6047";12;"1994-09-15";12;2;1994;"AVANT_DEHORS";"sept";"homard"
"6057";13;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"6067";14;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"6077";15;"1994-09-15";0;0;1994;"AVANT_DEHORS";"sept";"homard"
"6087";16;"1994-09-15";0;0;1994;"AVANT_DEDANS";"sept";"homard"
"6097";1;"1995-09-18";20;1;1995;"AVANT_DEHORS";"sept";"homard"
"61011";2;"1995-09-18";20;5;1995;"AVANT_DEDANS";"sept";"homard"
"61111";3;"1995-09-18";0;0;1995;"AVANT_DEHORS";"sept";"homard"
"61210";4;"1995-09-18";0;0;1995;"AVANT_DEHORS";"sept";"homard"
"6137";5;"1995-09-18";20;9;1995;"AVANT_DEHORS";"sept";"homard"
"6147";6;"1995-09-18";20;7;1995;"AVANT_DEHORS";"sept";"homard"
"6157";7;"1995-09-18";20;3;1995;"AVANT_DEHORS";"sept";"homard"
"6167";8;"1995-09-18";0;0;1995;"AVANT_DEDANS";"sept";"homard"
"6177";9;"1995-09-18";0;0;1995;"AVANT_DEHORS";"sept";"homard"
"6187";10;"1995-09-18";20;4;1995;"AVANT_DEHORS";"sept";"homard"
"6197";11;"1995-09-18";20;6;1995;"AVANT_DEHORS";"sept";"homard"
"6207";12;"1995-09-18";20;7;1995;"AVANT_DEHORS";"sept";"homard"
"62111";13;"1995-09-18";20;5;1995;"AVANT_DEHORS";"sept";"homard"
"6228";14;"1995-09-18";20;6;1995;"AVANT_DEHORS";"sept";"homard"
"6237";15;"1995-09-18";20;5;1995;"AVANT_DEHORS";"sept";"homard"
"6247";16;"1995-09-18";0;0;1995;"AVANT_DEDANS";"sept";"homard"
"6257";1;"1995-09-19";20;4;1995;"AVANT_DEHORS";"sept";"homard"
"6267";2;"1995-09-19";20;5;1995;"AVANT_DEDANS";"sept";"homard"
"6277";3;"1995-09-19";0;0;1995;"AVANT_DEHORS";"sept";"homard"
"6287";4;"1995-09-19";20;4;1995;"AVANT_DEHORS";"sept";"homard"
"6297";5;"1995-09-19";20;7;1995;"AVANT_DEHORS";"sept";"homard"
"6307";6;"1995-09-19";20;1;1995;"AVANT_DEHORS";"sept";"homard"
"63111";7;"1995-09-19";20;1;1995;"AVANT_DEHORS";"sept";"homard"
"6328";8;"1995-09-19";20;2;1995;"AVANT_DEDANS";"sept";"homard"
"6337";9;"1995-09-19";0;0;1995;"AVANT_DEHORS";"sept";"homard"
"6347";10;"1995-09-19";20;1;1995;"AVANT_DEHORS";"sept";"homard"
"6357";11;"1995-09-19";20;4;1995;"AVANT_DEHORS";"sept";"homard"
"6367";12;"1995-09-19";20;5;1995;"AVANT_DEHORS";"sept";"homard"
"6377";13;"1995-09-19";0;0;1995;"AVANT_DEHORS";"sept";"homard"
"6387";14;"1995-09-19";20;3;1995;"AVANT_DEHORS";"sept";"homard"
"6397";15;"1995-09-19";20;1;1995;"AVANT_DEHORS";"sept";"homard"
"6407";16;"1995-09-19";0;0;1995;"AVANT_DEDANS";"sept";"homard"
"64111";1;"1995-09-20";20;5;1995;"AVANT_DEHORS";"sept";"homard"
"6428";2;"1995-09-20";20;2;1995;"AVANT_DEDANS";"sept";"homard"
"6437";3;"1995-09-20";20;4;1995;"AVANT_DEHORS";"sept";"homard"
"6447";4;"1995-09-20";20;4;1995;"AVANT_DEHORS";"sept";"homard"
"6457";5;"1995-09-20";20;3;1995;"AVANT_DEHORS";"sept";"homard"
"6467";6;"1995-09-20";20;8;1995;"AVANT_DEHORS";"sept";"homard"
"6477";7;"1995-09-20";20;6;1995;"AVANT_DEHORS";"sept";"homard"
"6487";8;"1995-09-20";20;3;1995;"AVANT_DEDANS";"sept";"homard"
"6497";9;"1995-09-20";20;6;1995;"AVANT_DEHORS";"sept";"homard"
"6507";10;"1995-09-20";20;5;1995;"AVANT_DEHORS";"sept";"homard"
"65111";11;"1995-09-20";20;6;1995;"AVANT_DEHORS";"sept";"homard"
"6528";12;"1995-09-20";20;1;1995;"AVANT_DEHORS";"sept";"homard"
"6537";13;"1995-09-20";20;5;1995;"AVANT_DEHORS";"sept";"homard"
"6547";14;"1995-09-20";20;3;1995;"AVANT_DEHORS";"sept";"homard"
"6557";15;"1995-09-20";0;0;1995;"AVANT_DEHORS";"sept";"homard"
"6567";16;"1995-09-20";0;0;1995;"AVANT_DEDANS";"sept";"homard"
"6577";1;"1995-09-21";20;6;1995;"AVANT_DEHORS";"sept";"homard"
"6587";2;"1995-09-21";20;3;1995;"AVANT_DEDANS";"sept";"homard"
"6597";3;"1995-09-21";20;13;1995;"AVANT_DEHORS";"sept";"homard"
"6607";4;"1995-09-21";20;2;1995;"AVANT_DEHORS";"sept";"homard"
"66111";5;"1995-09-21";20;2;1995;"AVANT_DEHORS";"sept";"homard"
"6628";6;"1995-09-21";0;0;1995;"AVANT_DEHORS";"sept";"homard"
"6637";7;"1995-09-21";20;1;1995;"AVANT_DEHORS";"sept";"homard"
"6647";8;"1995-09-21";20;3;1995;"AVANT_DEDANS";"sept";"homard"
"6657";9;"1995-09-21";20;6;1995;"AVANT_DEHORS";"sept";"homard"
"6667";10;"1995-09-21";20;5;1995;"AVANT_DEHORS";"sept";"homard"
"6677";11;"1995-09-21";20;5;1995;"AVANT_DEHORS";"sept";"homard"
"6687";12;"1995-09-21";20;1;1995;"AVANT_DEHORS";"sept";"homard"
"6697";13;"1995-09-21";20;2;1995;"AVANT_DEHORS";"sept";"homard"
"6707";14;"1995-09-21";20;3;1995;"AVANT_DEHORS";"sept";"homard"
"67111";15;"1995-09-21";0;0;1995;"AVANT_DEHORS";"sept";"homard"
"6728";16;"1995-09-21";0;0;1995;"AVANT_DEDANS";"sept";"homard"
"6737";1;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"6747";2;"1996-09-17";20;2;1996;"AVANT_DEDANS";"sept";"homard"
"6757";3;"1996-09-17";20;5;1996;"AVANT_DEHORS";"sept";"homard"
"6767";4;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"6777";5;"1996-09-17";20;1;1996;"AVANT_DEHORS";"sept";"homard"
"6787";6;"1996-09-17";20;6;1996;"AVANT_DEHORS";"sept";"homard"
"6797";7;"1996-09-17";20;1;1996;"AVANT_DEHORS";"sept";"homard"
"6807";8;"1996-09-17";20;3;1996;"AVANT_DEDANS";"sept";"homard"
"68111";9;"1996-09-17";20;2;1996;"AVANT_DEHORS";"sept";"homard"
"6828";10;"1996-09-17";20;5;1996;"AVANT_DEHORS";"sept";"homard"
"6837";11;"1996-09-17";20;1;1996;"AVANT_DEHORS";"sept";"homard"
"6847";12;"1996-09-17";20;1;1996;"AVANT_DEHORS";"sept";"homard"
"6857";13;"1996-09-17";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"6867";14;"1996-09-17";20;3;1996;"AVANT_DEHORS";"sept";"homard"
"6877";15;"1996-09-17";20;6;1996;"AVANT_DEHORS";"sept";"homard"
"6887";16;"1996-09-17";0;0;1996;"AVANT_DEDANS";"sept";"homard"
"6897";1;"1996-09-18";20;8;1996;"AVANT_DEHORS";"sept";"homard"
"6907";2;"1996-09-18";20;4;1996;"AVANT_DEDANS";"sept";"homard"
"69111";3;"1996-09-18";20;6;1996;"AVANT_DEHORS";"sept";"homard"
"6928";4;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"6937";5;"1996-09-18";20;3;1996;"AVANT_DEHORS";"sept";"homard"
"6947";6;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"6957";7;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"6967";8;"1996-09-18";20;2;1996;"AVANT_DEDANS";"sept";"homard"
"6977";9;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"6987";10;"1996-09-18";20;1;1996;"AVANT_DEHORS";"sept";"homard"
"6997";11;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7007";12;"1996-09-18";20;2;1996;"AVANT_DEHORS";"sept";"homard"
"70111";13;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7028";14;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7037";15;"1996-09-18";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7047";16;"1996-09-18";0;0;1996;"AVANT_DEDANS";"sept";"homard"
"7057";1;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7067";2;"1996-09-19";0;0;1996;"AVANT_DEDANS";"sept";"homard"
"7077";3;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7087";4;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7097";5;"1996-09-19";20;7;1996;"AVANT_DEHORS";"sept";"homard"
"71011";6;"1996-09-19";20;7;1996;"AVANT_DEHORS";"sept";"homard"
"71111";7;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"71210";8;"1996-09-19";0;0;1996;"AVANT_DEDANS";"sept";"homard"
"7137";9;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7147";10;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7157";11;"1996-09-19";20;5;1996;"AVANT_DEHORS";"sept";"homard"
"7167";12;"1996-09-19";20;1;1996;"AVANT_DEHORS";"sept";"homard"
"7177";13;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7187";14;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7197";15;"1996-09-19";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7207";16;"1996-09-19";0;0;1996;"AVANT_DEDANS";"sept";"homard"
"72111";1;"1996-09-20";20;4;1996;"AVANT_DEHORS";"sept";"homard"
"7228";2;"1996-09-20";20;1;1996;"AVANT_DEDANS";"sept";"homard"
"7237";3;"1996-09-20";20;4;1996;"AVANT_DEHORS";"sept";"homard"
"7247";4;"1996-09-20";20;1;1996;"AVANT_DEHORS";"sept";"homard"
"7257";5;"1996-09-20";20;8;1996;"AVANT_DEHORS";"sept";"homard"
"7267";6;"1996-09-20";20;3;1996;"AVANT_DEHORS";"sept";"homard"
"7277";7;"1996-09-20";20;1;1996;"AVANT_DEHORS";"sept";"homard"
"7287";8;"1996-09-20";20;9;1996;"AVANT_DEDANS";"sept";"homard"
"7297";9;"1996-09-20";20;2;1996;"AVANT_DEHORS";"sept";"homard"
"7307";10;"1996-09-20";20;1;1996;"AVANT_DEHORS";"sept";"homard"
"73111";11;"1996-09-20";20;7;1996;"AVANT_DEHORS";"sept";"homard"
"7328";12;"1996-09-20";20;4;1996;"AVANT_DEHORS";"sept";"homard"
"7337";13;"1996-09-20";20;3;1996;"AVANT_DEHORS";"sept";"homard"
"7347";14;"1996-09-20";20;2;1996;"AVANT_DEHORS";"sept";"homard"
"7357";15;"1996-09-20";0;0;1996;"AVANT_DEHORS";"sept";"homard"
"7367";16;"1996-09-20";0;0;1996;"AVANT_DEDANS";"sept";"homard"
"7377";1;"1997-09-08";20;2;1997;"AVANT_DEHORS";"sept";"homard"
"7387";2;"1997-09-08";20;10;1997;"AVANT_DEDANS";"sept";"homard"
"7397";3;"1997-09-08";20;12;1997;"AVANT_DEHORS";"sept";"homard"
"7407";4;"1997-09-08";0;0;1997;"AVANT_DEHORS";"sept";"homard"
"74111";5;"1997-09-08";20;14;1997;"AVANT_DEHORS";"sept";"homard"
"7428";6;"1997-09-08";0;0;1997;"AVANT_DEHORS";"sept";"homard"
"7437";7;"1997-09-08";20;1;1997;"AVANT_DEHORS";"sept";"homard"
"7447";8;"1997-09-08";20;7;1997;"AVANT_DEDANS";"sept";"homard"
"7457";9;"1997-09-08";20;4;1997;"AVANT_DEHORS";"sept";"homard"
"7467";10;"1997-09-08";20;15;1997;"AVANT_DEHORS";"sept";"homard"
"7477";11;"1997-09-08";0;0;1997;"AVANT_DEHORS";"sept";"homard"
"7487";12;"1997-09-08";20;5;1997;"AVANT_DEHORS";"sept";"homard"
"7497";13;"1997-09-08";0;0;1997;"AVANT_DEHORS";"sept";"homard"
"7507";14;"1997-09-08";20;4;1997;"AVANT_DEHORS";"sept";"homard"
"75111";15;"1997-09-08";0;0;1997;"AVANT_DEHORS";"sept";"homard"
"7528";16;"1997-09-08";0;0;1997;"AVANT_DEDANS";"sept";"homard"
"7537";1;"1997-09-09";20;5;1997;"AVANT_DEHORS";"sept";"homard"
"7547";2;"1997-09-09";20;4;1997;"AVANT_DEDANS";"sept";"homard"
"7557";3;"1997-09-09";20;18;1997;"AVANT_DEHORS";"sept";"homard"
"7567";4;"1997-09-09";20;2;1997;"AVANT_DEHORS";"sept";"homard"
"7577";5;"1997-09-09";20;13;1997;"AVANT_DEHORS";"sept";"homard"
"7587";6;"1997-09-09";0;0;1997;"AVANT_DEHORS";"sept";"homard"
"7597";7;"1997-09-09";20;5;1997;"AVANT_DEHORS";"sept";"homard"
"7607";8;"1997-09-09";20;6;1997;"AVANT_DEDANS";"sept";"homard"
"76111";9;"1997-09-09";20;2;1997;"AVANT_DEHORS";"sept";"homard"
"7628";10;"1997-09-09";20;3;1997;"AVANT_DEHORS";"sept";"homard"
"7637";11;"1997-09-09";20;1;1997;"AVANT_DEHORS";"sept";"homard"
"7647";12;"1997-09-09";20;3;1997;"AVANT_DEHORS";"sept";"homard"
"7657";13;"1997-09-09";20;4;1997;"AVANT_DEHORS";"sept";"homard"
"7667";14;"1997-09-09";20;2;1997;"AVANT_DEHORS";"sept";"homard"
"7677";15;"1997-09-09";20;1;1997;"AVANT_DEHORS";"sept";"homard"
"7687";16;"1997-09-09";0;0;1997;"AVANT_DEDANS";"sept";"homard"
"7697";1;"1997-09-10";20;1;1997;"AVANT_DEHORS";"sept";"homard"
"7707";2;"1997-09-10";20;13;1997;"AVANT_DEDANS";"sept";"homard"
"77111";3;"1997-09-10";20;14;1997;"AVANT_DEHORS";"sept";"homard"
"7728";4;"1997-09-10";20;1;1997;"AVANT_DEHORS";"sept";"homard"
"7737";5;"1997-09-10";20;27;1997;"AVANT_DEHORS";"sept";"homard"
"7747";6;"1997-09-10";0;0;1997;"AVANT_DEHORS";"sept";"homard"
"7757";7;"1997-09-10";20;4;1997;"AVANT_DEHORS";"sept";"homard"
"7767";8;"1997-09-10";20;12;1997;"AVANT_DEDANS";"sept";"homard"
"7777";9;"1997-09-10";20;3;1997;"AVANT_DEHORS";"sept";"homard"
"7787";10;"1997-09-10";20;9;1997;"AVANT_DEHORS";"sept";"homard"
"7797";11;"1997-09-10";20;2;1997;"AVANT_DEHORS";"sept";"homard"
"7807";12;"1997-09-10";20;8;1997;"AVANT_DEHORS";"sept";"homard"
"78111";13;"1997-09-10";20;2;1997;"AVANT_DEHORS";"sept";"homard"
"7828";14;"1997-09-10";20;3;1997;"AVANT_DEHORS";"sept";"homard"
"7837";15;"1997-09-10";20;2;1997;"AVANT_DEHORS";"sept";"homard"
"7847";16;"1997-09-10";0;0;1997;"AVANT_DEDANS";"sept";"homard"
"7857";1;"1997-09-11";20;1;1997;"AVANT_DEHORS";"sept";"homard"
"7867";2;"1997-09-11";20;3;1997;"AVANT_DEDANS";"sept";"homard"
"7877";3;"1997-09-11";20;21;1997;"AVANT_DEHORS";"sept";"homard"
"7887";4;"1997-09-11";20;1;1997;"AVANT_DEHORS";"sept";"homard"
"7897";5;"1997-09-11";20;16;1997;"AVANT_DEHORS";"sept";"homard"
"7907";6;"1997-09-11";20;4;1997;"AVANT_DEHORS";"sept";"homard"
"79111";7;"1997-09-11";20;2;1997;"AVANT_DEHORS";"sept";"homard"
"7928";8;"1997-09-11";20;9;1997;"AVANT_DEDANS";"sept";"homard"
"7937";9;"1997-09-11";20;4;1997;"AVANT_DEHORS";"sept";"homard"
"7947";10;"1997-09-11";20;5;1997;"AVANT_DEHORS";"sept";"homard"
"7957";11;"1997-09-11";20;2;1997;"AVANT_DEHORS";"sept";"homard"
"7967";12;"1997-09-11";20;5;1997;"AVANT_DEHORS";"sept";"homard"
"7977";13;"1997-09-11";20;2;1997;"AVANT_DEHORS";"sept";"homard"
"7987";14;"1997-09-11";20;4;1997;"AVANT_DEHORS";"sept";"homard"
"7997";15;"1997-09-11";20;8;1997;"AVANT_DEHORS";"sept";"homard"
"8007";16;"1997-09-11";0;0;1997;"AVANT_DEDANS";"sept";"homard"
"80111";1;"1998-09-17";20;2;1998;"AVANT_DEHORS";"sept";"homard"
"8028";2;"1998-09-17";0;0;1998;"AVANT_DEDANS";"sept";"homard"
"8037";3;"1998-09-17";20;3;1998;"AVANT_DEHORS";"sept";"homard"
"8047";4;"1998-09-17";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8057";5;"1998-09-17";20;4;1998;"AVANT_DEHORS";"sept";"homard"
"8067";6;"1998-09-17";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8077";7;"1998-09-17";18;1;1998;"AVANT_DEHORS";"sept";"homard"
"8087";8;"1998-09-17";0;0;1998;"AVANT_DEDANS";"sept";"homard"
"8097";9;"1998-09-17";20;2;1998;"AVANT_DEHORS";"sept";"homard"
"81011";10;"1998-09-17";20;2;1998;"AVANT_DEHORS";"sept";"homard"
"81111";11;"1998-09-17";20;4;1998;"AVANT_DEHORS";"sept";"homard"
"81210";12;"1998-09-17";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8137";13;"1998-09-17";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8147";14;"1998-09-17";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8157";15;"1998-09-17";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8167";16;"1998-09-17";0;0;1998;"AVANT_DEDANS";"sept";"homard"
"8177";1;"1998-09-18";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8187";2;"1998-09-18";18;1;1998;"AVANT_DEDANS";"sept";"homard"
"8197";3;"1998-09-18";20;19;1998;"AVANT_DEHORS";"sept";"homard"
"8207";4;"1998-09-18";20;3;1998;"AVANT_DEHORS";"sept";"homard"
"82111";5;"1998-09-18";20;4;1998;"AVANT_DEHORS";"sept";"homard"
"8228";6;"1998-09-18";20;2;1998;"AVANT_DEHORS";"sept";"homard"
"8237";7;"1998-09-18";18;2;1998;"AVANT_DEHORS";"sept";"homard"
"8247";8;"1998-09-18";20;7;1998;"AVANT_DEDANS";"sept";"homard"
"8257";9;"1998-09-18";20;4;1998;"AVANT_DEHORS";"sept";"homard"
"8267";10;"1998-09-18";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8277";11;"1998-09-18";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8287";12;"1998-09-18";20;6;1998;"AVANT_DEHORS";"sept";"homard"
"8297";13;"1998-09-18";20;2;1998;"AVANT_DEHORS";"sept";"homard"
"8307";14;"1998-09-18";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"83111";15;"1998-09-18";20;3;1998;"AVANT_DEHORS";"sept";"homard"
"8328";16;"1998-09-18";0;0;1998;"AVANT_DEDANS";"sept";"homard"
"8337";1;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8347";2;"1998-09-19";20;4;1998;"AVANT_DEDANS";"sept";"homard"
"8357";3;"1998-09-19";20;35;1998;"AVANT_DEHORS";"sept";"homard"
"8367";4;"1998-09-19";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8377";5;"1998-09-19";20;6;1998;"AVANT_DEHORS";"sept";"homard"
"8387";6;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8397";7;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8407";8;"1998-09-19";0;0;1998;"AVANT_DEDANS";"sept";"homard"
"84111";9;"1998-09-19";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8428";10;"1998-09-19";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8437";11;"1998-09-19";20;2;1998;"AVANT_DEHORS";"sept";"homard"
"8447";12;"1998-09-19";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8457";13;"1998-09-19";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8467";14;"1998-09-19";20;5;1998;"AVANT_DEHORS";"sept";"homard"
"8477";15;"1998-09-19";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8487";16;"1998-09-19";0;0;1998;"AVANT_DEDANS";"sept";"homard"
"8497";1;"1998-09-20";20;7;1998;"AVANT_DEHORS";"sept";"homard"
"8507";2;"1998-09-20";19;3;1998;"AVANT_DEDANS";"sept";"homard"
"85111";3;"1998-09-20";20;14;1998;"AVANT_DEHORS";"sept";"homard"
"8528";4;"1998-09-20";20;5;1998;"AVANT_DEHORS";"sept";"homard"
"8537";5;"1998-09-20";20;8;1998;"AVANT_DEHORS";"sept";"homard"
"8547";6;"1998-09-20";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8557";7;"1998-09-20";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8567";8;"1998-09-20";20;8;1998;"AVANT_DEDANS";"sept";"homard"
"8577";9;"1998-09-20";20;6;1998;"AVANT_DEHORS";"sept";"homard"
"8587";10;"1998-09-20";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8597";11;"1998-09-20";0;0;1998;"AVANT_DEHORS";"sept";"homard"
"8607";12;"1998-09-20";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"86111";13;"1998-09-20";20;1;1998;"AVANT_DEHORS";"sept";"homard"
"8628";14;"1998-09-20";20;2;1998;"AVANT_DEHORS";"sept";"homard"
"8637";15;"1998-09-20";20;3;1998;"AVANT_DEHORS";"sept";"homard"
"8647";16;"1998-09-20";0;0;1998;"AVANT_DEDANS";"sept";"homard"
"8657";1;"1999-09-25";20;5;1999;"AVANT_DEHORS";"sept";"homard"
"8667";2;"1999-09-25";0;0;1999;"AVANT_DEDANS";"sept";"homard"
"8677";3;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"homard"
"8687";4;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"homard"
"8697";5;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"homard"
"8707";6;"1999-09-25";20;2;1999;"AVANT_DEHORS";"sept";"homard"
"87111";7;"1999-09-25";20;1;1999;"AVANT_DEHORS";"sept";"homard"
"8728";8;"1999-09-25";0;0;1999;"AVANT_DEDANS";"sept";"homard"
"8737";9;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"homard"
"8747";10;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"homard"
"8757";11;"1999-09-25";20;2;1999;"AVANT_DEHORS";"sept";"homard"
"8767";12;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"homard"
"8777";13;"1999-09-25";0;0;1999;"AVANT_DEHORS";"sept";"homard"
"8787";14;"1999-09-25";20;1;1999;"AVANT_DEHORS";"sept";"homard"
"8797";15;"1999-09-25";20;1;1999;"AVANT_DEHORS";"sept";"homard"
"8807";16;"1999-09-25";0;0;1999;"AVANT_DEDANS";"sept";"homard"
"88111";1;"1999-09-26";20;3;1999;"AVANT_DEHORS";"sept";"homard"
"8828";2;"1999-09-26";20;12;1999;"AVANT_DEDANS";"sept";"homard"
"8837";3;"1999-09-26";20;6;1999;"AVANT_DEHORS";"sept";"homard"
"8847";4;"1999-09-26";20;1;1999;"AVANT_DEHORS";"sept";"homard"
"8857";5;"1999-09-26";20;1;1999;"AVANT_DEHORS";"sept";"homard"
"8867";6;"1999-09-26";20;2;1999;"AVANT_DEHORS";"sept";"homard"
"8877";7;"1999-09-26";0;0;1999;"AVANT_DEHORS";"sept";"homard"
"8887";8;"1999-09-26";0;0;1999;"AVANT_DEDANS";"sept";"homard"
"8897";9;"1999-09-26";20;8;1999;"AVANT_DEHORS";"sept";"homard"
"8907";10;"1999-09-26";20;5;1999;"AVANT_DEHORS";"sept";"homard"
"89111";11;"1999-09-26";0;0;1999;"AVANT_DEHORS";"sept";"homard"
